epoch,accuracy,loss,mae,mse,val_accuracy,val_loss,val_mae,val_mse
0,0.9814254641532898,0.00364814349450171,0.021709680557250977,0.00364814349450171,0.9814861416816711,0.0036470340564846992,0.021703526377677917,0.0036470340564846992
1,0.9818892478942871,0.0036013717763125896,0.021526383236050606,0.0036013717763125896,0.9820027947425842,0.0036147497594356537,0.021588236093521118,0.0036147497594356537
2,0.982171356678009,0.0035702199675142765,0.021411055698990822,0.0035702199675142765,0.9814735054969788,0.003612030763179064,0.0216479804366827,0.003612030763179064
3,0.9823763966560364,0.003545315470546484,0.02132420800626278,0.003545315470546484,0.9818425178527832,0.003583443583920598,0.021514007821679115,0.003583443583920598
4,0.9826096296310425,0.003524425206705928,0.02124953083693981,0.003524425206705928,0.9823043346405029,0.003572783200070262,0.02143658697605133,0.003572783200070262
5,0.9827467799186707,0.003506254870444536,0.021187035366892815,0.003506254870444536,0.9823127388954163,0.003562366357073188,0.021391628310084343,0.003562366357073188
6,0.9828205108642578,0.0034904316999018192,0.021133944392204285,0.0034904316999018192,0.9825552701950073,0.003561601974070072,0.021401941776275635,0.003561601974070072
7,0.9829350709915161,0.0034763000439852476,0.021089769899845123,0.0034763000439852476,0.9827892780303955,0.0035395112354308367,0.021211719140410423,0.0035395112354308367
8,0.9830189347267151,0.0034637684002518654,0.021049002185463905,0.0034637684002518654,0.982146143913269,0.003537314012646675,0.02134844660758972,0.003537314012646675
9,0.9831086993217468,0.0034525138325989246,0.021014953032135963,0.0034525138325989246,0.9824603796005249,0.0035358464810997248,0.02121131680905819,0.0035358464810997248
10,0.9831966757774353,0.003441932611167431,0.020982300862669945,0.003441932611167431,0.9827365875244141,0.0035193294752389193,0.0211633387953043,0.0035193294752389193
11,0.9832576513290405,0.00343252532184124,0.020955443382263184,0.00343252532184124,0.982732355594635,0.003516411641612649,0.021212054416537285,0.003516411641612649
12,0.9833335280418396,0.0034238575026392937,0.020929548889398575,0.0034238575026392937,0.981918454170227,0.0035188565962016582,0.021194104105234146,0.0035188565962016582
13,0.9833971261978149,0.0034155079629272223,0.020905952900648117,0.0034155079629272223,0.9827766418457031,0.0035133599303662777,0.02113289386034012,0.0035133599303662777
14,0.9834407567977905,0.003408243414014578,0.020887818187475204,0.003408243414014578,0.9827113151550293,0.0035139876417815685,0.02121691219508648,0.0035139876417815685
15,0.9834747314453125,0.003400959074497223,0.020869065076112747,0.003400959074497223,0.9828694462776184,0.0034962124191224575,0.02105531096458435,0.0034962124191224575
16,0.9835125803947449,0.003394179744645953,0.02085171267390251,0.003394179744645953,0.9830023050308228,0.003508753376081586,0.02118944749236107,0.003508753376081586
17,0.9835729598999023,0.0033878402318805456,0.020838096737861633,0.0033878402318805456,0.9825657606124878,0.0035064718686044216,0.021165434271097183,0.0035064718686044216
